0.125401 0.0577928 0.0824185 0.141443 0.0947951 0.0437009 0.034454 0.123826 0.2423 0.053869
0.125401 0.0577928 0.0824185 0.141443 0.0947951 0.0437009 0.034454 0.123826 0.2423 0.053869
0.125401 0.0577928 0.0824185 0.141443 0.0947951 0.0437009 0.034454 0.123826 0.2423 0.053869
0.12546 0.0582105 0.082811 0.141285 0.0951294 0.0445236 0.0347836 0.123904 0.239613 0.0542795
0.125515 0.0586365 0.0832019 0.141114 0.0954653 0.0453832 0.0351195 0.12397 0.236901 0.0546943
0.125554 0.0590563 0.0835817 0.140929 0.095788 0.046259 0.0354534 0.12402 0.234255 0.0551037
0.125578 0.0594698 0.0839503 0.140731 0.0960975 0.0471516 0.0357851 0.124055 0.231675 0.0555074
0.125587 0.059877 0.0843079 0.140519 0.0963943 0.0480619 0.0361147 0.124076 0.229156 0.0559056
0.125582 0.060278 0.0846546 0.140295 0.0966784 0.0489905 0.0364422 0.124082 0.226698 0.0562981
0.125564 0.0606728 0.0849905 0.14006 0.0969501 0.0499381 0.0367674 0.124075 0.224297 0.0566851
0.125958 0.0627985 0.0936769 0.171526 0.0885518 0.0643353 0.0362419 0.129234 0.17832 0.0493573
0.125958 0.0627985 0.0936769 0.171526 0.0885518 0.0643353 0.0362419 0.129234 0.17832 0.0493573
0.125958 0.0627985 0.0936769 0.171526 0.0885518 0.0643353 0.0362419 0.129234 0.17832 0.0493573
0.129145 0.0629377 0.0935957 0.170051 0.0885203 0.064468 0.0364187 0.128664 0.176666 0.0495331
0.13255 0.0630707 0.0934934 0.168518 0.088474 0.0645868 0.0365906 0.128055 0.174963 0.0496982
0.136069 0.0631878 0.0933695 0.166984 0.0884067 0.0646894 0.0367538 0.127425 0.173264 0.0498511
0.139708 0.0632884 0.0932233 0.165448 0.0883177 0.0647752 0.0369079 0.126774 0.171567 0.0499911
0.143479 0.0633718 0.093054 0.163907 0.0882062 0.0648431 0.0370522 0.1261 0.16987 0.0501173
0.147386 0.0634374 0.0928609 0.16236 0.0880716 0.0648928 0.0371862 0.125404 0.168172 0.0502293
0.151439 0.0634845 0.0926435 0.160806 0.0879132 0.0649235 0.0373096 0.124684 0.166471 0.0503264
0.163558 0.0522988 0.10592 0.133215 0.0719569 0.0424756 0.0387637 0.120994 0.223894 0.0469245
0.163558 0.0522988 0.10592 0.133215 0.0719569 0.0424756 0.0387637 0.120994 0.223894 0.0469245
0.163558 0.0522988 0.10592 0.133215 0.0719569 0.0424756 0.0387637 0.120994 0.223894 0.0469245
0.162894 0.0526511 0.106081 0.133065 0.0734785 0.0428024 0.039076 0.121001 0.221686 0.0472651
0.162219 0.0530069 0.106231 0.132902 0.0750671 0.0431321 0.0393906 0.120995 0.219447 0.0476086
0.161536 0.053356 0.106366 0.132722 0.0766944 0.043457 0.0397012 0.120973 0.217248 0.0479464
0.160844 0.0536982 0.106485 0.132527 0.078362 0.0437769 0.0400075 0.120934 0.215087 0.0482784
0.160143 0.0540334 0.106588 0.132316 0.0800724 0.0440917 0.0403094 0.120879 0.212964 0.0486044
0.159433 0.0543613 0.106675 0.132089 0.081827 0.0444013 0.0406067 0.120807 0.210875 0.0489243
0.158716 0.0546819 0.106746 0.131847 0.0836277 0.0447054 0.0408993 0.120719 0.20882 0.0492378
