0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.11937 0.119566 0.119458 0.119351 0.119424 1 0.119812 0.119372 0.11929 0.119593
0.11937 0.119566 0.119458 0.119351 0.119424 1 0.119812 0.119372 0.11929 0.119593
0.11937 0.119566 0.119458 0.119351 0.119424 1 0.119812 0.119372 0.11929 0.119593
0.11937 0.119564 0.119456 0.119352 0.119424 1 0.119806 0.119372 0.119291 0.11959
0.11937 0.119561 0.119455 0.119352 0.119423 1 0.1198 0.119372 0.119292 0.119587
0.11937 0.119558 0.119454 0.119352 0.119422 1 0.119795 0.119372 0.119293 0.119584
0.11937 0.119556 0.119453 0.119352 0.119421 1 0.119789 0.119372 0.119294 0.119581
0.11937 0.119553 0.119452 0.119352 0.119421 1 0.119784 0.119372 0.119295 0.119578
0.11937 0.119551 0.119451 0.119353 0.11942 1 0.119779 0.119372 0.119296 0.119576
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.999999 0.119537 0.119427 0.119325 0.11944 0.119529 0.119782 0.119365 0.119321 0.119628
0.999999 0.119537 0.119427 0.119325 0.11944 0.119529 0.119782 0.119365 0.119321 0.119628
0.999999 0.119537 0.119427 0.119325 0.11944 0.119529 0.119782 0.119365 0.119321 0.119628
0.999999 0.119536 0.119427 0.119326 0.11944 0.119529 0.119779 0.119366 0.119322 0.119627
0.999998 0.119536 0.119427 0.119328 0.11944 0.119528 0.119776 0.119367 0.119323 0.119625
0.999997 0.119535 0.119428 0.119329 0.11944 0.119527 0.119774 0.119368 0.119324 0.119624
0.999995 0.119535 0.119428 0.11933 0.119441 0.119527 0.119772 0.119369 0.119325 0.119623
0.999993 0.119534 0.119429 0.119331 0.119441 0.119527 0.119769 0.119369 0.119327 0.119622
0.99999 0.119534 0.119429 0.119332 0.119441 0.119526 0.119767 0.11937 0.119328 0.119621
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.119331 0.119604 0.119401 0.119361 1 0.119697 0.119744 0.119376 0.119297 0.11965
0.119331 0.119604 0.119401 0.119361 1 0.119697 0.119744 0.119376 0.119297 0.11965
0.119331 0.119604 0.119401 0.119361 1 0.119697 0.119744 0.119376 0.119297 0.11965
0.119332 0.119602 0.119401 0.119361 1 0.119693 0.11974 0.119376 0.119298 0.119647
0.119332 0.119599 0.119401 0.119361 1 0.119689 0.119736 0.119376 0.119299 0.119644
0.119333 0.119596 0.1194 0.119361 1 0.119686 0.119732 0.119376 0.1193 0.119641
0.119333 0.119594 0.1194 0.119361 1 0.119682 0.119727 0.119377 0.119301 0.119638
0.119334 0.119591 0.1194 0.119362 1 0.119679 0.119724 0.119377 0.119302 0.119635
0.119335 0.119589 0.1194 0.119362 1 0.119676 0.11972 0.119377 0.119302 0.119632
